CBO;Cargo;Carga Hor†ria;Piso Salarial;MÇdia Salarial;Sal†rio Mediana;Teto Salarial;Sal†rio Hora
612510;Abacaxicultor;44;1000,00;1412,19;1217,00;2134,14;6,44
263105;Abade;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Abadessa;38;998,00;3033,58;1900,00;4584,43;15,91
622020;Abanador na Agricultura;44;998,00;1232,30;1147,00;1862,28;5,61
862120;Abastecedor de Caldeira;43;998,00;1808,41;1597,00;2732,92;8,34
862160;Abastecedor de Combust°vel de Aeronave;43;998,00;2009,51;1890,50;3036,84;9,32
784205;Abastecedor de Linha de Produá∆o;44;998,00;1344,10;1295,00;2031,24;6,14
784205;Abastecedor de M†quinas de Linha de Produá∆o;44;998,00;1344,10;1295,00;2031,24;6,14
632605;Abastecedor de Silos de Carv∆o;43;998,00;1142,98;1097,00;1727,30;5,31
848505;Abatedor;44;1256,00;1314,41;1256,00;1986,37;6,00
632125;Abatedor - na Extraá∆o de Madeira;44;998,00;1127,40;1075,00;1703,76;5,13
848505;Abatedor de Animais;44;1256,00;1314,41;1256,00;1986,37;6,00
848505;Abatedor de Aves;44;1256,00;1314,41;1256,00;1986,37;6,00
848505;Abatedor de Gado;44;1256,00;1314,41;1256,00;1986,37;6,00
848505;Abatedor de Galinha;44;1256,00;1314,41;1256,00;1986,37;6,00
848505;Abatedor de Porco;44;1256,00;1314,41;1256,00;1986,37;6,00
848505;Abatedor em Matadouro;44;1256,00;1314,41;1256,00;1986,37;6,00
613405;Abelheiro;44;998,00;1205,75;1100,00;1822,17;5,49
711410;Abridor - Nas Salinas;44;998,00;1246,97;1020,00;1884,45;5,69
761205;Abridor de L∆;44;1172,00;1397,10;1267,00;2111,34;6,40
764305;Acabador de Calcados;44;998,00;1331,30;1260,00;2011,91;6,06
768125;Acabador de ChapÇus de Palha;44;998,00;1008,18;998,00;1523,59;4,58
766305;Acabador de Embalagens (Flex°veis e Cartotecnicas);44;1630,00;1522,32;1501,00;2300,57;6,96
722305;Acabador de Macho - na Fundiá∆o;44;1040,00;1299,35;1185,00;1963,61;5,92
716525;Acabador de M†rmore e Granito;44;998,00;1676,31;1537,00;2533,28;7,64
722315;Acabador de Moldes (fundiá∆o);43;1302,00;1550,92;1397,00;2343,79;7,14
712220;Acabador de Pedras;44;1436,00;1521,05;1438,00;2298,65;6,98
716105;Acabador de Superf°cies de Concreto;44;1752,00;1626,50;1545,00;2458,01;7,41
715205;Acafelador;44;1359,00;1518,40;1453,00;2294,65;6,92
632405;Aáaizeiro;44;998,00;1046,46;998,00;1581,44;4,80
721325;Acepilhador de Metais;44;1458,00;1627,40;1492,00;2459,37;7,42
761240;Acertador de Maáaroqueira;44;1837,00;1566,39;1553,00;2367,17;7,12
516210;Acompanhante de Idosos;41;998,00;1205,26;1170,00;1821,42;5,89
848510;Aáougueiro;44;1500,00;1409,20;1350,00;2129,62;6,42
848520;Aáougueiro Classificador (exclusive ComÇrcio);44;1210,00;1328,74;1285,00;2008,03;6,06
848525;Aáougueiro Cortador (exclusive ComÇrcio);44;998,00;1385,10;1326,00;2093,20;6,31
848515;Aáougueiro Desossador;44;1214,00;1506,49;1441,00;2276,65;6,86
848510;Aáougueiro Retalhista;44;1500,00;1409,20;1350,00;2129,62;6,42
376205;Acrobata;42;1423,00;1449,86;1423,00;2191,07;6,85
322105;Acupuntor;39;2458,00;1801,44;1406,50;2722,39;9,29
322105;Acupunturista;39;2458,00;1801,44;1406,50;2722,39;9,29
261505;Adaptador de Obras Para Teatro;35;1427,00;7207,40;5000,00;10892,04;41,32
141410;Adegueiro;44;998,00;1677,19;1355,00;2534,61;7,68
141405;Adeleiro (comÇrcio Atacadista);44;998,00;1353,92;1150,00;2046,08;6,19
141410;Adeleiro (comÇrcio Varejista);44;998,00;1677,19;1355,00;2534,61;7,68
623125;Adestrador (eqÅinos);44;1193,00;1432,08;1238,00;2164,21;6,53
623005;Adestrador de Animais;44;998,00;1608,09;1347,00;2430,19;7,36
623105;Adestrador de Animais de Trabalho ( Asininos e Muares);44;998,00;1431,54;1149,00;2163,38;6,51
252105;Administrador;42;2500,00;4540,31;3433,00;6861,45;21,38
141505;Administrador (serviáo de Hospedagem);44;2000,00;3726,37;2391,00;5631,40;17,09
263105;Administrador Apost¢lico;38;998,00;3033,58;1900,00;4584,43;15,91
131210;Administrador de Ambulat¢rio;41;2500,00;7355,12;5245,50;11115,29;35,86
261305;Administrador de Arquivos;43;998,00;1834,44;1341,50;2772,27;8,53
212305;Administrador de Banco de Dados;41;7000,00;6171,87;5800,00;9327,12;29,78
141505;Administrador de Camping;44;2000,00;3726,37;2391,00;5631,40;17,09
141715;Administrador de Carteiras de CÉmbio e ComÇrcio Exterior;43;3000,00;7597,16;6000,00;11481,05;35,38
141720;Administrador de Carteiras de CrÇdito e Cobranáa;43;2500,00;4759,20;2500,00;7192,25;22,03
141725;Administrador de Carteiras de CrÇdito Imobili†rio;43;2000,00;6432,88;3523,00;9721,56;30,00
142405;Administrador de Compras;43;2000,00;6208,38;3598,00;9382,30;28,56
252210;Administrador de Contadorias e Registros Fiscais;43;2500,00;4388,81;3167,00;6632,50;20,43
510110;Administrador de Edif°cios;43;2000,00;2482,79;2000,00;3752,06;11,45
252105;Administrador de Empresas;42;2500,00;4540,31;3433,00;6861,45;21,38
141505;Administrador de Empresas de Hospedagem;44;2000,00;3726,37;2391,00;5631,40;17,09
141120;Administrador de Empresas de Pesca;44;1500,00;2678,34;1850,00;4047,59;12,25
252505;Administrador de Fundos e Carteiras de Investimento;42;6000,00;6807,92;5510,00;10288,33;32,62
131115;Administrador de Instituiá‰es Culturais;42;2000,00;4360,23;2649,50;6589,32;20,59
252105;Administrador de Marketing;42;2500,00;4540,31;3433,00;6861,45;21,38
142415;Administrador de Materiais;44;2000,00;2866,34;1896,00;4331,69;13,10
252105;Administrador de Oráamento;42;2500,00;4540,31;3433,00;6861,45;21,38
252105;Administrador de Patrimìnio;42;2500,00;4540,31;3433,00;6861,45;21,38
252105;Administrador de Pequena e MÇdia Empresa;42;2500,00;4540,31;3433,00;6861,45;21,38
142210;Administrador de Pessoal;43;2000,00;3428,51;2500,00;5181,27;15,86
252105;Administrador de Recursos Humanos;42;2500,00;4540,31;3433,00;6861,45;21,38
252105;Administrador de Recursos Tecnol¢gicos;42;2500,00;4540,31;3433,00;6861,45;21,38
212310;Administrador de Rede e de Sistemas Computacionais;42;3000,00;4654,64;3500,00;7034,24;22,15
212310;Administrador de Redes;42;3000,00;4654,64;3500,00;7034,24;22,15
141510;Administrador de Refeit¢rio;44;1500,00;2213,67;1854,00;3345,37;10,15
141510;Administrador de Restaurante;44;1500,00;2213,67;1854,00;3345,37;10,15
212310;Administrador de Sistema Operacional de Rede;42;3000,00;4654,64;3500,00;7034,24;22,15
212315;Administrador de Sistemas Computacionais;42;3000,00;4946,21;3495,00;7474,87;23,41
212315;Administrador de Sistemas Operacionais;42;3000,00;4946,21;3495,00;7474,87;23,41
212315;Administrador de Sistemas Operacionais de Rede;42;3000,00;4946,21;3495,00;7474,87;23,41
212320;Administrador em Seguranáa da Informaá∆o;41;3000,00;6461,66;5549,50;9765,05;31,20
252105;Administrador Financeiro;42;2500,00;4540,31;3433,00;6861,45;21,38
321210;Administrador Florestal;43;1100,00;2013,93;1556,00;3043,51;9,33
252105;Administrador Hospitalar;42;2500,00;4540,31;3433,00;6861,45;21,38
141415;Administrador no ComÇrcio de Mercadorias;44;1500,00;2404,11;1827,00;3633,16;10,98
263105;Administrador Paroquial;38;998,00;3033,58;1900,00;4584,43;15,91
252105;Administrador P£blico;42;2500,00;4540,31;3433,00;6861,45;21,38
622020;Adubador;44;998,00;1232,30;1147,00;1862,28;5,61
241005;Advogado;41;2000,00;4659,78;3231,00;7042,01;22,65
241030;Advogado (abuso do Poder Econìmico);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (aeroespacial);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (agente de Propriedade Industrial);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (ambientalista);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (µreas Especiais);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (biodireito);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (concorrància Desleal);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (desportivo);40;4472,00;7273,14;5952,00;10991,38;35,98
241020;Advogado (direito Administrativo);41;2500,00;4897,29;4087,50;7400,93;23,70
241015;Advogado (Direito Civil);41;1881,00;4136,74;3261,50;6251,57;20,15
241015;Advogado (direito de Fam°lia e Sucess‰es);41;1881,00;4136,74;3261,50;6251,57;20,15
241035;Advogado (Direito do Trabalho);42;3000,00;6340,93;4032,00;9582,60;30,49
241030;Advogado (direito Internacional);40;4472,00;7273,14;5952,00;10991,38;35,98
241025;Advogado (Direito Penal);34;3189,00;3265,76;3189,00;4935,32;19,14
241020;Advogado (Direito Publico);41;2500,00;4897,29;4087,50;7400,93;23,70
241030;Advogado (direitos da Crianáa e do Adolescente);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (direitos do Consumidor);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (energia ElÇtrica);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (propriedade Intelectual);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (recursos H°dricos e Minerais);40;4472,00;7273,14;5952,00;10991,38;35,98
241030;Advogado (telecomunicaá‰es);40;4472,00;7273,14;5952,00;10991,38;35,98
241015;Advogado Civilista;41;1881,00;4136,74;3261,50;6251,57;20,15
241015;Advogado Comercial;41;1881,00;4136,74;3261,50;6251,57;20,15
241020;Advogado Constitucionalista;41;2500,00;4897,29;4087,50;7400,93;23,70
241015;Advogado Contratualista;41;1881,00;4136,74;3261,50;6251,57;20,15
241025;Advogado Criminalista;34;3189,00;3265,76;3189,00;4935,32;19,14
241205;Advogado da Uni∆o;37;998,00;13889,00;13889,00;20989,47;75,08
241010;Advogado de Empresa;41;2500,00;7101,83;5000,00;10732,49;34,23
241010;Advogado Empresarial;41;2500,00;7101,83;5000,00;10732,49;34,23
241005;Advogado Generalista;41;2000,00;4659,78;3231,00;7042,01;22,65
241020;Advogado Previdenci†rio;41;2500,00;4897,29;4087,50;7400,93;23,70
241035;Advogado Trabalhista;42;3000,00;6340,93;4032,00;9582,60;30,49
241020;Advogado Tributarista;41;2500,00;4897,29;4087,50;7400,93;23,70
241030;Advogados (direito Eletrìnico);40;4472,00;7273,14;5952,00;10991,38;35,98
511105;Aeromoáa;37;2507,00;2316,12;2276,00;3500,19;12,67
721315;Afiador;43;1752,00;1955,68;1539,00;2955,49;9,00
721315;Afiador - na Fabricaá∆o;43;1752,00;1955,68;1539,00;2955,49;9,00
721310;Afiador Ambulante;44;1510,00;1547,05;1446,00;2337,95;7,04
721315;Afiador de Brocas e Coroas;43;1752,00;1955,68;1539,00;2955,49;9,00
721305;Afiador de Cardas;44;1405,00;1618,35;1405,00;2445,70;7,36
721310;Afiador de Cutelaria;44;1510,00;1547,05;1446,00;2337,95;7,04
721310;Afiador de Facas;44;1510,00;1547,05;1446,00;2337,95;7,04
721310;Afiador de Facas ( Inclusive Ambulante);44;1510,00;1547,05;1446,00;2337,95;7,04
721315;Afiador de Ferramentas;43;1752,00;1955,68;1539,00;2955,49;9,00
721320;Afiador de LÉminas;43;1200,00;1832,92;1634,50;2769,97;8,47
721320;Afiador de Serras;43;1200,00;1832,92;1634,50;2769,97;8,47
721315;Afiador de Talhadeira;43;1752,00;1955,68;1539,00;2955,49;9,00
721310;Afiador de Tesouras ( Inclusive Ambulante);44;1510,00;1547,05;1446,00;2337,95;7,04
721320;Afiador e Laminador de Serras;43;1200,00;1832,92;1634,50;2769,97;8,47
721315;Afiador Manual;43;1752,00;1955,68;1539,00;2955,49;9,00
742105;Afinador de Instrumentos Musicais;43;1401,00;1512,60;1401,00;2285,89;7,00
914425;Afinador de Motores a Diesel;44;1500,00;1871,98;1696,00;2829,00;8,54
911120;Afinador de Motores Diesel (exceto de Ve°culos Automotores);44;998,00;1575,96;1400,00;2381,63;7,19
915210;Afinador de Piano;43;1043,00;1425,96;1386,50;2154,95;6,69
725010;Afinador MecÉnico;44;998,00;1834,72;1550,00;2772,68;8,37
342120;Afretador;43;1500,00;1671,10;1500,00;2525,41;7,71
263105;Agaipi;38;998,00;3033,58;1900,00;4584,43;15,91
263115;Agb†;27;1473,00;2117,41;1608,00;3199,89;15,65
263105;Agbagigan;38;998,00;3033,58;1900,00;4584,43;15,91
342120;Agenciador de Cargas;43;1500,00;1671,10;1500,00;2525,41;7,71
354110;Agenciador de Propaganda;43;1650,00;1862,23;1507,00;2814,25;8,67
253140;Agenciador de Publicidade;43;1500,00;2886,91;1966,00;4362,78;13,45
411010;Agente Administrativo;43;1500,00;1820,31;1500,00;2750,90;8,49
410105;Agente Administrativo Supervisor;43;1500,00;3082,67;2118,00;4658,62;14,29
515105;Agente Comunit†rio de Sa£de;41;1211,00;1369,51;1250,00;2069,64;6,72
517335;Agente da Guarda Portu†ria;42;1096,00;2201,92;1240,00;3327,61;10,49
515310;Agente de Aá∆o Social;40;1200,00;1594,31;1324,00;2409,37;7,97
515325;Agente de Apoio Socioeducativo;41;2253,00;1838,08;1667,00;2777,76;8,96
342120;Agente de Carga;43;1500,00;1671,10;1500,00;2525,41;7,71
424105;Agente de Coleta ( Censo e Pesquisas Amostrais);43;1213,00;1537,77;1213,00;2323,92;7,15
514205;Agente de Coleta de Lixo;44;1465,00;1281,77;1207,00;1937,04;5,86
420120;Agente de Coleta Supervisor;44;2474,00;2516,58;2335,00;3803,13;11,55
515140;Agente de Combate ∑s Endemias;42;2580,00;1539,47;1268,00;2326,49;7,34
342105;Agente de ComÇrcio Exterior;43;2000,00;2307,98;1871,00;3487,89;10,70
515140;Agente de Controle de Vetores;42;2580,00;1539,47;1268,00;2326,49;7,34
515140;Agente de Contrrole de Dengue;42;2580,00;1539,47;1268,00;2326,49;7,34
352205;Agente de Defesa Ambiental;43;2208,00;2859,93;2208,00;4322,00;13,34
352405;Agente de Direitos Autorais;42;998,00;3309,67;2725,50;5001,67;15,79
342405;Agente de Estaá∆o (Ferrovia e Metro);42;1194,00;2228,59;1640,00;3367,92;10,57
783105;Agente de Estaá∆o (manobras);43;1055,00;1319,14;1200,00;1993,53;6,12
342605;Agente de Estaá∆o Portu†ria;44;8745,00;5932,38;6440,00;8965,19;27,15
352205;Agente de Fiscalizaá∆o Ambiental;43;2208,00;2859,93;2208,00;4322,00;13,34
254310;Agente de Higiene e Seguranáa;44;1009,00;1130,11;1009,00;1707,85;5,18
391205;Agente de Inspeá∆o (qualidade);44;1108,00;2245,17;1658,00;3392,96;10,32
352205;Agente de Inspeá∆o de Pesca;43;2208,00;2859,93;2208,00;4322,00;13,34
351905;Agente de Inteligància;43;1699,00;2935,00;1888,00;4435,46;13,51
517110;Agente de Investigaá∆o de Incàndio;40;1913,00;1955,10;1787,00;2954,61;9,70
351805;Agente de Investigaá∆o Privada;43;1000,00;2534,41;1224,50;3830,07;11,86
215105;Agente de Manobra e Docagem;43;998,00;1741,35;1125,00;2631,58;8,17
914305;Agente de Manutená∆o de Ve°culos Ferrovi†rios;44;1200,00;1721,60;1490,00;2601,74;7,92
411050;Agente de MicrocrÇdito;41;1132,00;1351,38;1150,00;2042,25;6,53
411050;Agente de Microfinanáas;41;1132,00;1351,38;1150,00;2042,25;6,53
141605;Agente de Navio - no Transporte Mar°timo;44;2000,00;4292,07;2700,00;6486,31;19,64
334110;Agente de Organizaá∆o Escolar;39;998,00;1394,41;1252,00;2107,28;7,19
421120;Agente de Passagens;43;998,00;1441,39;1282,50;2178,27;6,71
421120;Agente de Passagens AÇreas;43;998,00;1441,39;1282,50;2178,27;6,71
263105;Agente de Pastoral;38;998,00;3033,58;1900,00;4584,43;15,91
783105;Agente de P†tio;43;1055,00;1319,14;1200,00;1993,53;6,12
342405;Agente de P†tio e Terminais (ferrovia e Metrì);42;1194,00;2228,59;1640,00;3367,92;10,57
424105;Agente de Pesquisa;43;1213,00;1537,77;1213,00;2323,92;7,15
517205;Agente de Policia Federal;44;998,00;1203,00;1203,00;1818,01;5,47
517415;Agente de Portaria;42;998,00;1223,63;1192,00;1849,18;5,79
517305;Agente de Proteá∆o de Aeroporto;37;1467,00;1526,63;1467,00;2307,09;8,31
342550;Agente de Proteá∆o de Aviaá∆o Civil;36;1471,00;1533,92;1471,00;2318,11;8,47
515310;Agente de Proteá∆o Social;40;1200,00;1594,31;1324,00;2409,37;7,97
515310;Agente de Proteá∆o Social de Rua;40;1200,00;1594,31;1324,00;2409,37;7,97
351315;Agente de Recrutamento e Seleá∆o;43;3500,00;2927,05;2000,00;4423,45;13,64
421120;Agente de Reserva de Passagens AÇreas;43;998,00;1441,39;1282,50;2178,27;6,71
421120;Agente de Reserva de Passagens Rodovi†rias;43;998,00;1441,39;1282,50;2178,27;6,71
354810;Agente de Reservas;43;1500,00;1940,89;1606,00;2933,13;8,98
352210;Agente de Saneamento;41;1242,00;1803,17;1250,00;2725,01;8,71
515105;Agente de Sa£de;41;1211,00;1369,51;1250,00;2069,64;6,72
352210;Agente de Sa£de Publica;41;1242,00;1803,17;1250,00;2725,01;8,71
517310;Agente de Seguranáa;43;1101,00;1567,24;1334,50;2368,45;7,28
517330;Agente de Seguranáa Ferrovi†ria;43;1547,00;1584,59;1486,00;2394,68;7,37
517315;Agente de Seguranáa Penitenciaria;41;2417,00;2657,01;2347,00;4015,35;12,85
515325;Agente de Seguranáa Socioeducativa;41;2253,00;1838,08;1667,00;2777,76;8,96
511205;Agente de Serviáos de Fiscalizaá∆o de Transportes Coletivos e Licenciamento de Ve°culos;43;998,00;1559,33;1385,00;2356,51;7,19
422105;Agente de Tr†fego;43;998,00;1300,81;1220,00;1965,82;6,08
517220;Agente de Transito;42;1194,00;1371,33;1194,00;2072,40;6,47
342120;Agente de Transporte;43;1500,00;1671,10;1500,00;2525,41;7,71
517220;Agente de Transporte e TrÉnsito;42;1194,00;1371,33;1194,00;2072,40;6,47
421120;Agente de Venda de Passagens;43;998,00;1441,39;1282,50;2178,27;6,71
354120;Agente de Vendas de Serviáos;43;998,00;1773,26;1335,00;2679,80;8,28
354815;Agente de Viagem;43;1316,00;1710,92;1400,00;2585,59;7,89
951320;Agente de Vistoria de Alarmes;42;1280,00;1430,98;1348,00;2162,54;6,78
515325;Agente Educacional;41;2253,00;1838,08;1667,00;2777,76;8,96
334110;Agente Educador;39;998,00;1394,41;1252,00;2107,28;7,19
352310;Agente Fiscal de Qualidade;43;1328,00;2285,85;1731,00;3454,45;10,54
352315;Agente Fiscal Metrol¢gico;35;2000,00;2072,53;2000,00;3132,06;11,78
352320;Agente Fiscal Tàxtil;44;1285,00;2355,65;1571,00;3559,93;10,71
254505;Agente Fiscal(atividades Urbanas);38;1797,00;1938,51;1797,00;2929,53;10,28
516505;Agente Funer†rio;43;1421,00;1362,62;1301,00;2059,23;6,31
516505;Agente Funer†rio - Tanatopraxista;43;1421,00;1362,62;1301,00;2059,23;6,31
515130;Agente Ind°gena de Saneamento;40;1020,00;1070,72;1020,00;1618,11;5,30
515125;Agente Ind°gena de Sa£de;41;1020,00;1128,09;1020,00;1704,80;5,47
421110;Agente Operacional de Estaá∆o;44;998,00;1275,34;1223,00;1927,33;5,83
517315;Agente Penitenci†rio;41;2417,00;2657,01;2347,00;4015,35;12,85
351810;Agente Policial;43;1880,00;2441,93;1880,00;3690,32;11,28
253115;Agente Publicit†rio;42;1500,00;3353,29;2200,00;5067,60;15,92
342310;Agente Rodovi†rio;43;1141,00;1829,58;1600,00;2764,91;8,50
352210;Agente Sanitarista;41;1242,00;1803,17;1250,00;2725,01;8,71
515310;Agente Social;40;1200,00;1594,31;1324,00;2409,37;7,97
351910;Agente TÇcnico de Inteligància;43;1065,00;2465,53;1666,00;3725,98;11,45
862205;Agente TÇcnico de Operaá∆o na Captaá∆o;43;1290,00;1607,74;1335,00;2429,67;7,56
254505;Agente Vistor;38;1797,00;1938,51;1797,00;2929,53;10,28
263105;Agonja°;38;998,00;3033,58;1900,00;4584,43;15,91
621005;Agregado - na Agropecu†ria;44;998,00;1233,14;1142,00;1863,55;5,62
612005;Agricultor Familiar Polivalente;44;1396,00;1329,03;1387,00;2008,47;6,05
612110;Agricultor na Produá∆o da Cana-de-aá£car;44;1095,00;1198,23;1095,00;1810,81;5,46
612105;Agricultor na Produá∆o de Arroz;44;1279,00;1238,69;1279,00;1871,95;5,63
612120;Agricultor na Produá∆o de Gram°neas Forrageiras;44;1175,00;1226,78;1175,00;1853,95;5,59
612125;Agricultor na Produá∆o de Milho e Sorgo;44;998,00;1235,55;1035,00;1867,20;5,63
612005;Agricultor Polivalente;44;1396,00;1329,03;1387,00;2008,47;6,05
612005;Agricultor Polivalente - Conta Pr¢pria;44;1396,00;1329,03;1387,00;2008,47;6,05
612005;Agricultor Polivalente - Empregador;44;1396,00;1329,03;1387,00;2008,47;6,05
214805;Agrimensor;42;3945,00;5909,75;5564,00;8930,99;28,13
222110;Agrìnomo;42;8483,00;7023,21;6218,00;10613,69;33,61
611005;Agropecuarista;44;998,00;1227,29;1071,00;1854,72;5,59
203025;Agrost¢logo;42;1348,00;3849,47;1596,00;5817,44;18,26
321105;AgrotÇcnico;44;1600,00;2283,66;1792,50;3451,13;10,45
841705;Aguardenteiro (fabricaá∆o);44;1488,00;1341,03;1336,00;2026,60;6,10
722105;Aguilhoeiro;44;1453,00;1521,29;1453,00;2299,02;6,93
513435;Ajudante;43;998,00;1193,10;1178,00;1803,05;5,59
722215;Ajudante de Acabamento de Fundiá∆o;44;1539,00;1529,58;1441,00;2311,55;6,98
848510;Ajudante de Aáougueiro (comÇrcio);44;1500,00;1409,20;1350,00;2129,62;6,42
721320;Ajudante de Afiaá∆o de Serras;43;1200,00;1832,92;1634,50;2769,97;8,47
721315;Ajudante de Afiador;43;1752,00;1955,68;1539,00;2955,49;9,00
823235;Ajudante de Banhos (vidros);44;1446,00;1448,74;1430,50;2189,37;6,62
623110;Ajudante de Boiadeiro;44;998,00;1311,48;1200,00;1981,94;5,97
712120;Ajudante de Britador;44;1118,00;1554,55;1415,00;2349,29;7,09
516110;Ajudante de Cabeleireiro;44;998,00;1244,43;1193,00;1880,62;5,72
732110;Ajudante de Cabista;44;1459,00;1299,57;1228,00;1963,95;5,93
715205;Ajudante de Calceteiro;44;1359,00;1518,40;1453,00;2294,65;6,92
783225;Ajudante de Carga e Descarga de Mercadoria;44;998,00;1300,35;1216,00;1965,13;5,93
632615;Ajudante de Carvoaria;44;998,00;1107,35;1049,00;1673,47;5,06
513505;Ajudante de Churrasqueiro;43;1246,00;1227,62;1222,00;1855,21;5,65
772105;Ajudante de Classificador de Madeira;44;998,00;1275,88;1234,00;1928,15;5,81
763125;Ajudante de Confecá∆o;44;998,00;1184,57;1152,00;1790,16;5,40
513505;Ajudante de Confeiteiro;43;1246,00;1227,62;1222,00;1855,21;5,65
513505;Ajudante de Cozinha;43;1246,00;1227,62;1222,00;1855,21;5,65
632120;Ajudante de Derrubada;44;998,00;1322,93;1250,00;1999,25;6,02
342205;Ajudante de Despachante Aduaneiro;44;998,00;1426,54;1233,00;2155,83;6,53
342205;Ajudante de Despachante Alfandeg†rio;44;998,00;1426,54;1233,00;2155,83;6,53
811615;Ajudante de Destilaá∆o de Amìnia;43;1471,00;1680,56;1508,00;2539,71;7,82
715615;Ajudante de Eletricista;44;1440,00;1649,76;1500,00;2493,16;7,53
784105;Ajudante de Embalador;44;998,00;1196,25;1124,00;1807,81;5,49
783220;Ajudante de Embarque de Carga;43;998,00;1487,52;1251,00;2247,99;6,85
784105;Ajudante de Encaixotador;44;998,00;1196,25;1124,00;1807,81;5,49
784125;Ajudante de Enfardamento;44;1886,00;1532,77;1396,00;2316,37;6,98
784120;Ajudante de Engarrafamento;44;1150,00;1555,82;1467,00;2351,20;7,09
784110;Ajudante de Ensacador;44;1100,00;1401,63;1333,00;2118,19;6,43
415215;Ajudante de Entregador de Publicaá‰es;42;998,00;1312,34;1074,00;1983,25;6,21
841440;Ajudante de Esterilizaá∆o (ind£stria Aliment°cia);44;1326,00;1423,14;1326,00;2150,69;6,48
724220;Ajudante de Estruturas Met†licas;44;1500,00;1372,24;1350,00;2073,77;6,25
772115;Ajudante de Estufador (madeira);44;1348,00;1353,05;1315,00;2044,76;6,20
811430;Ajudante de Evaporador na Destilaá∆o;44;1060,00;1667,47;1527,00;2519,93;7,59
823210;Ajudante de Extrus∆o de Fibras de Vidro;44;1357,00;1682,39;1522,00;2542,48;7,68
828110;Ajudante de F†brica de Tijolos;44;998,00;1219,26;1137,00;1842,58;5,57
841745;Ajudante de Fabricaá∆o - na Ind£stria de Bebidas;44;1108,00;1309,48;1179,00;1978,92;5,98
831125;Ajudante de Fabricaá∆o de Celulose;42;1347,00;1639,09;1462,00;2477,04;7,75
521130;Ajudante de Farm†cia;43;998,00;1335,60;1250,00;2018,40;6,17
811330;Ajudante de Filtrador (filtro-prensa);43;1436,00;1623,39;1496,00;2453,31;7,53
722105;Ajudante de Forjador;44;1453,00;1521,29;1453,00;2299,02;6,93
821205;Ajudante de Forneiro;42;998,00;1485,35;1343,00;2244,70;7,00
722205;Ajudante de Fundidor;44;1893,00;1673,45;1577,50;2528,97;7,64
724130;Ajudante de Gasista;44;1752,00;1685,40;1531,50;2547,03;7,74
782205;Ajudante de Guincheiro;44;1752,00;1688,03;1665,00;2551,00;7,72
766220;Ajudante de Impressor de Formul†rios Cont°nuos;44;1630,00;1885,94;1566,00;2850,09;8,65
752230;Ajudante de Lapidador (vidros);44;1418,00;1551,91;1446,00;2345,30;7,08
519935;Ajudante de Lavador de Autom¢vel;44;998,00;1232,30;1167,00;1862,29;5,63
516315;Ajudante de Lavador de Tapetes;44;1368,00;1286,98;1240,00;1944,93;5,89
516315;Ajudante de Lavanderia de Artefatos da Tapeáaria;44;1368,00;1286,98;1240,00;1944,93;5,89
722210;Ajudante de Lingotamento;39;1150,00;1427,85;1274,00;2157,81;7,41
919105;Ajudante de Lubrificaá∆o (ind£stria);44;1383,00;1693,42;1539,00;2559,15;7,73
775115;Ajudante de Lustrador;44;998,00;1428,98;1313,00;2159,52;6,50
722305;Ajudante de Macheiro;44;1040,00;1299,35;1185,00;1963,61;5,92
914105;Ajudante de Manutená∆o de Aeronave;42;2262,00;2820,88;2162,00;4263,00;13,37
782625;Ajudante de Maquinista de Trem;43;1360,00;1452,58;1360,00;2195,18;6,76
717010;Ajudante de Marteleteiro;43;1752,00;1627,49;1568,00;2459,51;7,48
711130;Ajudante de Mineiro;42;998,00;1796,50;1470,00;2714,92;8,64
766125;Ajudante de Montagem e Fotolito;44;1320,00;1539,00;1320,00;2325,78;7,03
783225;Ajudante de Motorista;44;998,00;1300,35;1216,00;1965,13;5,93
717020;Ajudante de Obras;44;1440,00;1214,99;1130,00;1836,13;5,53
828110;Ajudante de Oleiro;44;998,00;1219,26;1137,00;1842,58;5,57
783220;Ajudante de Operaá∆o Portu†ria;43;998,00;1487,52;1251,00;2247,99;6,85
811305;Ajudante de Operador de Centr°fugas;44;2356,00;1610,85;1500,00;2434,37;7,36
782205;Ajudante de Operador de Guincho;44;1752,00;1688,03;1665,00;2551,00;7,72
773340;Ajudante de Operador de Serra;44;1047,00;1311,86;1256,00;1982,52;5,97
513505;Ajudante de Padeiro;43;1246,00;1227,62;1222,00;1855,21;5,65
848315;Ajudante de Pasteleiro;44;998,00;1329,46;1265,00;2009,12;6,11
821445;Ajudante de P†tio de Sucata;44;1345,00;1320,71;1307,00;1995,89;6,01
