CBO;Cargo;Carga Hor†ria;Piso Salarial;MÇdia Salarial;Sal†rio Mediana;Teto Salarial;Sal†rio Hora
766320;Cortador de Bobina de Papel;44;1124,00;1787,28;1630,00;2700,99;8,17
764105;Cortador de Caláados;44;1013,00;1438,58;1350,00;2174,02;6,56
768310;Cortador de Calcados a M∆o (Exceto Solas);44;1500,00;1701,32;1545,00;2571,09;7,75
764105;Cortador de Calcados a M†quina (Exceto Solas e Palmilhas);44;1013,00;1438,58;1350,00;2174,02;6,56
622110;Cortador de Cana-de-aá£car;44;1016,00;1110,25;1029,00;1677,85;5,05
764105;Cortador de Capas de Saltos Para Caláados;44;1013,00;1438,58;1350,00;2174,02;6,56
848510;Cortador de Carne em Aáougue;44;1500,00;1409,20;1350,00;2129,62;6,42
848525;Cortador de Carne em Matadouro;44;998,00;1385,10;1326,00;2093,20;6,31
632120;Cortador de Cepos;44;998,00;1322,93;1250,00;1999,25;6,02
773105;Cortador de Chapas de Madeiras;44;998,00;1453,53;1328,00;2196,62;6,62
765010;Cortador de ChapÇus;44;1160,00;2189,50;1249,00;3308,84;9,95
842220;Cortador de Charutos;44;998,00;2430,00;2430,00;3672,29;11,05
764105;Cortador de Couro na Fabricaá∆o de Caláados;44;1013,00;1438,58;1350,00;2174,02;6,56
752235;Cortador de Cristais de ‡ptica;44;1300,00;1441,64;1300,00;2178,65;6,61
622720;Cortador de Dendà;44;998,00;1022,34;998,00;1544,99;4,69
724310;Cortador de Ferro;44;1973,00;1856,82;1800,00;2806,08;8,46
773105;Cortador de Laminados de Madeira;44;998,00;1453,53;1328,00;2196,62;6,62
632120;Cortador de Lenha;44;998,00;1322,93;1250,00;1999,25;6,02
712205;Cortador de M†rmore;44;998,00;1532,70;1420,00;2316,26;7,04
724310;Cortador de Metais;44;1973,00;1856,82;1800,00;2806,08;8,46
632325;Cortador de Palha de Carna£ba;44;998,00;1055,40;954,00;1594,95;4,80
632365;Cortador de Palha de Piaáava;44;1170,00;1112,67;1170,00;1681,50;5,06
764110;Cortador de Palmilhas;44;1322,00;1419,24;1370,00;2144,80;6,47
766320;Cortador de Papel;44;1124,00;1787,28;1630,00;2700,99;8,17
766320;Cortador de Papel ∑ Guilhotina;44;1124,00;1787,28;1630,00;2700,99;8,17
766320;Cortador de Papel em M†quina Eletrìnica;44;1124,00;1787,28;1630,00;2700,99;8,17
712205;Cortador de Pedras;44;998,00;1532,70;1420,00;2316,26;7,04
712205;Cortador de Pedras - Lavra de Pedras;44;998,00;1532,70;1420,00;2316,26;7,04
711110;Cortador de Pedras - na Extraá∆o de Pedras;44;1430,00;1568,46;1430,00;2370,30;7,21
632365;Cortador de Piaáava;44;1170,00;1112,67;1170,00;1681,50;5,06
622215;Cortador de Rami;44;1200,00;1242,89;1200,00;1878,30;5,65
763110;Cortador de Roupas;44;1500,00;1545,46;1415,00;2335,54;7,05
763110;Cortador de Roupas (couro e Pele);44;1500,00;1545,46;1415,00;2335,54;7,05
848115;Cortador de Salsichas;44;998,00;1402,26;1283,00;2119,14;6,39
764110;Cortador de Solas;44;1322,00;1413,19;1360,00;2135,66;6,44
764110;Cortador de Solas e Palmilhas;44;1322,00;1419,24;1370,00;2144,80;6,47
764110;Cortador de Solas e Palmilhas a Maquina;44;1322,00;1419,24;1370,00;2144,80;6,47
724310;Cortador de Sucata ∑ Oxigànio;44;1973,00;1856,82;1800,00;2806,08;8,46
765110;Cortador de Tapeáaria;44;1488,00;1462,22;1402,00;2209,75;6,68
765110;Cortador de Tapetes;44;1488,00;1462,22;1402,00;2209,75;6,68
828105;Cortador de Telhas;44;998,00;1129,82;998,00;1707,42;5,15
828110;Cortador de Tijolos;44;998,00;1219,26;1137,00;1842,58;5,57
752210;Cortador de Vidro;44;1500,00;1752,44;1489,50;2648,34;7,98
716305;Cortador de Vidros;44;1500,00;1462,19;1335,50;2209,70;6,66
632120;Cortador Descascador de Toras;44;998,00;1322,93;1250,00;1999,25;6,02
724310;Cortador Oxiacetilànico;44;1973,00;1856,82;1800,00;2806,08;8,46
213120;Cosmol¢go;43;998,00;4813,67;5654,00;7274,56;22,56
765310;Costurador de Artefatos de Couro;44;1162,00;1367,59;1345,00;2066,75;6,22
768315;Costurador de Artefatos de Couro a M∆o (Exceto Roupas e Calcados);44;1048,00;1316,71;1215,00;1989,86;6,00
765310;Costurador de Artefatos de Couro a M†quina (Exceto Roupas e Calcados);44;1162,00;1367,59;1345,00;2066,75;6,22
764205;Costurador de Caláados;44;998,00;1361,75;1362,00;2057,92;6,20
764205;Costurador de Calcados a Maquina;44;998,00;1361,75;1362,00;2057,92;6,20
784125;Costurador de Fardos;44;1886,00;1532,77;1396,00;2316,37;6,98
765225;Costurador de Lonas e Encerados;44;1200,00;1347,44;1300,00;2036,29;6,13
763215;Costureira de M†quina Overloque;44;998,00;1286,74;1260,00;1944,56;5,87
763215;Costureira de M†quina Reta;44;998,00;1286,74;1260,00;1944,56;5,87
763215;Costureira de M†quinas Industriais;44;998,00;1286,74;1260,00;1944,56;5,87
763010;Costureira de Pecas Sob Encomenda;44;998,00;1331,46;1238,00;2012,14;6,08
763015;Costureira de Reparaá∆o de Roupas;44;998,00;1312,87;1266,50;1984,05;6,00
763210;Costureira em Geral;44;998,00;1258,51;1230,00;1901,90;5,73
763215;Costureiro;44;998,00;1286,74;1260,00;1944,56;5,87
763215;Costureiro a M†quina na Confecá∆o em Serie;44;998,00;1286,74;1260,00;1944,56;5,87
763210;Costureiro de Amostra;44;998,00;1258,51;1230,00;1901,90;5,73
765215;Costureiro de Artefatos de Tecido (brinquedos);44;1346,00;1333,77;1282,00;2015,63;6,09
764205;Costureiro de Caláados a M†quina;44;998,00;1361,75;1362,00;2057,92;6,20
765205;Costureiro de Colch‰es;44;1360,00;1652,35;1360,00;2497,08;7,52
763020;Costureiro de Roupa de Couro e Pele;44;1107,00;1322,59;1244,00;1998,73;6,02
763210;Costureiro de Roupas (confecá∆o em SÇrie);44;998,00;1258,51;1230,00;1901,90;5,73
763205;Costureiro de Roupas de Couro e Pele a M†quina na Confecá∆o em Serie;44;999,00;1319,94;1250,00;1994,74;6,01
763210;Costureiro na Confecá∆o em Serie;44;998,00;1258,51;1230,00;1901,90;5,73
765225;Costureiro Velamista;44;1200,00;1347,44;1300,00;2036,29;6,13
622205;Cotonicultor;44;998,00;1493,28;1209,00;2256,68;6,79
612205;Cotonicultor - Empregador;42;998,00;3210,00;3210,00;4851,05;15,29
516610;Coveiro;44;1080,00;1323,95;1251,50;2000,79;6,07
848520;Cox∆ozeiro em Matadouro;44;1210,00;1328,74;1285,00;2008,03;6,06
848115;Cozedor de Salsichas;44;998,00;1402,26;1283,00;2119,14;6,39
841408;Cozinhador (Conservaá∆o de Alimentos);44;1260,00;1301,90;1261,00;1967,46;5,97
841408;Cozinhador de Alimentos;44;1260,00;1305,79;1261,00;1973,35;5,99
632305;Cozinhador de Andiroba;44;1180,00;1492,62;1431,00;2255,69;6,78
841416;Cozinhador de Carnes;43;998,00;1334,75;1251,00;2017,11;6,21
632325;Cozinhador de Cera de Carna£ba - na Extraá∆o;44;998,00;1063,06;954,00;1606,53;4,83
841408;Cozinhador de Conservas;44;1260,00;1305,79;1261,00;1973,35;5,99
841730;Cozinhador de Extrato de Cerveja;44;1300,00;1856,73;1500,00;2805,95;8,44
841420;Cozinhador de Frutas e Legumes;44;1108,00;1278,93;1201,50;1932,75;5,85
841730;Cozinhador de Malte;44;1300,00;1856,73;1500,00;2805,95;8,44
841408;Cozinhador de Molhos e Condimentos;44;1260,00;1305,79;1261,00;1973,35;5,99
841428;Cozinhador de Pescado;43;1289,00;1517,21;1321,00;2292,85;6,99
632315;Cozinhador de Vinho de Bacaba;44;998,00;1031,09;998,00;1558,22;4,69
513225;Cozinheiro de Bordo;43;1305,00;1779,49;1305,00;2689,21;8,25
841730;Cozinheiro de Cerveja;44;1300,00;1856,73;1500,00;2805,95;8,44
513225;Cozinheiro de Embarcaá‰es;43;1305,00;1779,49;1305,00;2689,21;8,25
513220;Cozinheiro de Hospital;41;998,00;1345,50;1268,00;2033,35;6,50
513205;Cozinheiro de Restaurante;43;998,00;1376,38;1260,00;2080,03;6,33
513210;Cozinheiro do Serviáo Domestico;43;998,00;1332,63;1239,00;2013,91;6,14
513205;Cozinheiro Geral;43;998,00;1376,38;1260,00;2080,03;6,33
513220;Cozinheiro Hospitalar;41;998,00;1345,50;1268,00;2033,35;6,50
513215;Cozinheiro Industrial;44;1386,00;1402,07;1377,00;2118,86;6,42
841408;Cozinheiro Salgador;44;1260,00;1305,79;1261,00;1973,35;5,99
751005;Cravador de J¢ias;44;1242,00;1688,89;1349,50;2552,30;7,68
724230;Cravador de Metais;44;1130,00;1359,90;1247,00;2055,13;6,19
722105;Craveiro (forjaria);44;1453,00;1521,29;1453,00;2299,02;6,93
751005;Cravejador de J¢ias;44;1242,00;1688,89;1349,50;2552,30;7,68
751005;Cravejador de Metais Preciosos;44;1242,00;1691,52;1256,00;2556,27;7,70
751005;Cravejador de Ourivesaria;44;1242,00;1688,89;1349,50;2552,30;7,68
331110;Crecheira;41;1137,00;1304,94;1191,00;1972,07;6,34
516605;Cremat¢rio;44;1115,00;1372,55;1325,50;2074,24;6,25
623410;Criador de Abelhas - Exclusive Conta Pr¢pia e Empregador;44;1108,00;1264,87;1135,00;1911,50;5,75
613010;Criador de Animais DomÇsticos;43;1118,00;2493,90;1152,00;3768,85;11,56
613410;Criador de Animais Produtores de Veneno;44;1400,00;1502,25;1400,00;2270,25;6,83
613105;Criador de Asininos e Muares;44;998,00;1326,50;1281,50;2004,65;6,03
613105;Criador de Asininos e Muares - Empregador;44;998,00;1326,50;1281,50;2004,65;6,03
613305;Criador de Aves;44;998,00;1284,22;1247,00;1940,75;5,85
613005;Criador de Aves e Bovinos;44;998,00;1261,52;1113,00;1906,44;5,80
623420;Criador de Bicho-da-seda - Conta Pr¢pria;44;1141,00;1207,23;1163,00;1824,41;5,49
613420;Criador de Bicho-da-seda - Empregador;44;998,00;1210,10;1070,50;1828,74;5,50
613205;Criador de Bode;36;998,00;1500,00;1500,00;2266,85;8,33
613110;Criador de Bovinos (Corte);44;998,00;1426,11;1256,00;2155,19;6,50
613115;Criador de Bovinos (Leite);44;998,00;1255,55;1100,00;1897,42;5,71
613120;Criador de Bubalinos (Corte);44;998,00;1223,39;1193,00;1848,83;5,56
613125;Criador de Bubalinos (Leite);44;998,00;1058,00;998,00;1598,88;4,81
613120;Criador de B£falos - Corte;44;998,00;1223,39;1193,00;1848,83;5,56
613125;Criador de B£falos - Leite;44;998,00;1058,00;998,00;1598,88;4,81
613205;Criador de Cabras;36;998,00;1500,00;1500,00;2266,85;8,33
613010;Criador de Cachorros;43;1118,00;2493,90;1152,00;3768,85;11,56
613010;Criador de C∆es;43;1118,00;2493,90;1152,00;3768,85;11,56
631305;Criador de Camar‰es;44;998,00;1025,67;998,00;1550,02;4,69
613205;Criador de Caprinos;36;998,00;1500,00;1500,00;2266,85;8,33
613205;Criador de Caprinos - Empregador;36;998,00;1500,00;1500,00;2266,85;8,33
613210;Criador de Carneiro;43;998,00;1259,00;1153,00;1902,64;5,89
613130;Criador de Cavalo de Raáa;44;998,00;1550,88;1264,00;2343,74;7,13
613130;Criador de Cavalos - Conta Pr¢pria;44;998,00;1550,88;1264,00;2343,74;7,13
613130;Criador de Cavalos - Empregador;44;998,00;1550,88;1264,00;2343,74;7,13
613310;Criador de Coelhos;44;1031,00;1191,30;1187,00;1800,33;5,42
374415;Criador de Efeitos Especiais;41;2000,00;3098,72;2246,50;4682,87;15,25
374415;Criador de Efeitos Visuais;41;2000,00;3098,72;2246,50;4682,87;15,25
613130;Criador de EqÅideos EqÅinos - Empregador;44;998,00;1550,88;1264,00;2343,74;7,13
613130;Criador de Equinos;44;998,00;1550,88;1264,00;2343,74;7,13
613005;Criador de Gado - Bovino;44;998,00;1261,52;1113,00;1906,44;5,80
613005;Criador de Gado - EqÅino;44;998,00;1267,40;1113,00;1915,33;5,82
613110;Criador de Gado Bovino (exceto Gado Leiteiro) - Empregador;44;998,00;1426,11;1256,00;2155,19;6,50
613010;Criador de Gatos;43;1118,00;2493,90;1152,00;3768,85;11,56
631310;Criador de JacarÇs;44;998,00;1177,44;1297,00;1779,39;5,35
613310;Criador de Matrizes de Coelhos;44;1031,00;1202,17;1120,00;1816,75;5,46
631315;Criador de Mexilh‰es;44;1390,00;1396,22;1390,00;2110,01;6,35
631320;Criador de Ostras;44;2000,00;1698,65;2000,00;2567,05;7,72
613210;Criador de Ovelhas - Empregador;43;998,00;1259,00;1153,00;1902,64;5,89
613210;Criador de Ovinos;43;998,00;1259,00;1153,00;1902,64;5,89
613210;Criador de Ovinos - Empregador;43;998,00;1259,00;1153,00;1902,64;5,89
631325;Criador de Peixes;44;998,00;1314,53;1338,00;1986,56;6,00
631325;Criador de Peixes Ornamentais;44;998,00;1314,53;1338,00;1986,56;6,00
613010;Criador de Pequenos Animais;43;1118,00;2433,03;1122,50;3676,87;11,27
613215;Criador de Porcos - Empregador;44;1396,00;1365,07;1315,00;2062,94;6,21
631335;Criador de R∆s;44;1108,00;1130,00;1108,00;1707,69;5,14
613215;Criador de Su°nos;44;1396,00;1365,07;1315,00;2062,94;6,21
613215;Criador de Su°nos - Empregador;44;1396,00;1365,07;1315,00;2062,94;6,21
613110;Criador de Zebu;44;998,00;1426,11;1256,00;2155,19;6,50
613110;Criador de Zebu - Conta Pr¢pria;44;998,00;1426,11;1256,00;2155,19;6,50
613110;Criador de Zebu - Empregador;44;998,00;1426,11;1256,00;2155,19;6,50
613005;Criador em Pecu†ria Polivalente;44;998,00;1261,52;1113,00;1906,44;5,80
613310;Criadores de Coelhos Integrados;44;1031,00;1191,30;1187,00;1800,33;5,42
325015;Criadores de Perfumes;44;1310,00;1279,63;1222,00;1933,81;5,86
241025;Criminalista;34;3189,00;3265,76;3189,00;4935,32;19,14
752210;Cristaleiro (corte de Vidros);44;1500,00;1752,44;1489,50;2648,34;7,98
516805;Cristalomante;43;998,00;1001,67;998,00;1513,75;4,70
261510;Critico;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de Cinema;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de Danáa;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de Jornal (ombudsman);29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de M£sica;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de R†dio;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de Teatro;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico de Televis∆o;29;998,00;3982,33;4983,00;6018,22;27,78
261510;Cr°tico Liter†rio;29;998,00;3982,33;4983,00;6018,22;27,78
261405;Cr°tico Textual;28;2000,00;1671,80;1932,00;2526,47;11,81
768205;Criveira;44;998,00;1268,61;1201,00;1917,16;5,81
768130;Crocheteiro;40;1449,00;1458,12;1450,00;2203,55;7,30
768130;Crocheteiro a Mao;40;1449,00;1458,12;1450,00;2203,55;7,30
723225;Cromador de Metais;44;1533,00;1764,07;1504,00;2665,91;8,06
311715;Cromista;44;1800,00;1805,74;1596,00;2728,88;8,24
261125;Cronista;36;1500,00;3466,06;2560,00;5238,01;19,19
261515;Cronista de Ficá∆o;41;1708,00;2233,14;1685,50;3374,78;10,97
261520;Cronista de N∆o Ficá∆o;40;998,00;4223,09;3000,00;6382,06;21,02
391105;Cronoanalista;44;2500,00;3593,24;2973,00;5430,21;16,49
391110;Cronometrista;44;998,00;2148,40;1585,00;3246,73;9,83
377215;Cronometrista (basquete);32;2000,00;2054,88;2000,00;3105,39;13,00
377230;Cronometrista (judì);44;998,00;4400,00;4400,00;6649,41;20,00
377235;Cronometrista (karatà);44;998,00;1083,00;1083,00;1636,66;4,92
377240;Cronometrista de P¢lo Aqu†tico;20;998,00;1141,00;1141,00;1724,31;11,41
377240;Cronometrista de Trinta e Cinco Segundos (pol¢ Aqu†tico);20;998,00;1141,00;1141,00;1724,31;11,41
632110;Cubador de Madeira;44;1094,00;1506,35;1343,50;2276,43;6,85
623020;Cuidador de Animais;44;998,00;1342,68;1238,00;2029,10;6,16
516210;Cuidador de Idosos;41;998,00;1205,26;1170,00;1821,42;5,89
516210;Cuidador de Idosos Domiciliar;41;998,00;1205,26;1170,00;1821,42;5,89
516210;Cuidador de Idosos Institucional;41;998,00;1205,26;1170,00;1821,42;5,89
516210;Cuidador de Pessoas Idosas e Dependentes;41;998,00;1205,26;1170,00;1821,42;5,89
516220;Cuidador em Sa£de;41;1529,00;1276,84;1200,00;1929,60;6,30
622210;Cultivador de Agave - Conta Pr¢pria;44;998,00;1237,98;1100,00;1870,88;5,63
622210;Cultivador de Agave - Exclusive Conta Pr¢pria e Empregador;44;998,00;1237,98;1100,00;1870,88;5,63
622205;Cultivador de Algod∆o - Conta Pr¢pria;44;998,00;1493,28;1209,00;2256,68;6,79
622205;Cultivador de Algod∆o - Exclusive Conta Pr¢pria e Empregador;44;998,00;1493,28;1209,00;2256,68;6,79
622020;Cultivador de Cultura Permanente;44;998,00;1232,30;1147,00;1862,28;5,61
622020;Cultivador de Cultura Tempor†ria;44;998,00;1232,30;1147,00;1862,28;5,61
622620;Cultivador de Fumo - Exclusive Conta Pr¢pria e Empregador;44;998,00;1035,75;998,00;1565,25;4,71
622625;Cultivador de Guaran† - Exclusive Conta Pr¢pria e Empregador;44;1001,00;1000,28;1001,00;1511,65;4,55
632340;Cultivador de Malva - Exclusive Conta Pr¢pria e Empregador;44;1070,00;1079,31;1070,00;1631,09;4,91
622215;Cultivador de Rami - Conta Pr¢pria;44;1200,00;1242,89;1200,00;1878,30;5,65
622215;Cultivador de Rami - Exclusive Conta Pr¢pria e Empregador;44;1200,00;1242,89;1200,00;1878,30;5,65
622210;Cultivador de Sisal - Conta Pr¢pria;44;998,00;1237,98;1100,00;1870,88;5,63
622210;Cultivador de Sisal - Exclusive Conta Pr¢pria e Empregador;44;998,00;1201,30;1044,00;1815,44;5,46
513415;Cumim;44;998,00;1217,28;1182,00;1839,58;5,59
711115;Cunhador - na Extraá∆o de Pedras;44;998,00;1318,08;1187,00;1991,91;6,02
613310;Cunicultor;44;1031,00;1191,30;1187,00;1800,33;5,42
623320;Cunicultor - Exclusive Conta Pr¢pria e Empregador;44;1838,00;1490,62;1838,00;2252,66;6,78
263105;Cura;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Curimbeiro;38;998,00;3033,58;1900,00;4584,43;15,91
631020;Curraleiro de Pesca Artesanal de Peixes e Camar‰es;44;1001,00;1218,80;1037,00;1841,88;5,54
141205;Curtidor - Empregador;44;2000,00;5479,42;2911,00;8280,67;25,13
762205;Curtidor (Couros e Peles);44;998,00;1349,93;1284,00;2040,06;6,16
762205;Curtidor de Couro;44;998,00;1311,94;1254,00;1982,65;5,99
752120;Curvador de Tubos de Vidro;44;2800,00;2687,83;2800,00;4061,93;12,22
141410;Cuteleiro (comÇrcio Varejista);44;998,00;1677,19;1355,00;2534,61;7,68
721310;Cuteleiro (na Fabricaá∆o);44;1510,00;1547,05;1446,00;2337,95;7,04
263105;Dabìce;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Dada Voduno;38;998,00;3033,58;1900,00;4584,43;15,91
263105;D†ia;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Daiosho;38;998,00;3033,58;1900,00;4584,43;15,91
262810;Danáarino;37;1959,00;2578,49;2434,00;3896,69;14,09
376105;Danáarino Brincante;36;998,00;1077,93;1048,50;1629,00;5,96
376105;Danáarino de Danáas de Raiz;36;998,00;1077,93;1048,50;1629,00;5,96
376105;Danáarino de Danáas Folcl¢ricas;36;998,00;1077,93;1048,50;1629,00;5,96
376105;Danáarino de Danáas Rituais;37;998,00;1057,23;1047,00;1597,72;5,77
376110;Danáarino de Rua;38;1355,00;1555,59;1445,50;2350,85;8,09
376110;Danáarino de Sal∆o;38;1355,00;1555,59;1445,50;2350,85;8,09
376110;Danáarino Popular;38;1355,00;1555,59;1445,50;2350,85;8,09
376105;Danáarino Tradicional;36;998,00;1077,93;1048,50;1629,00;5,96
376110;Danáarinos de Danáas Parafolcl¢ricas;38;1355,00;1555,59;1445,50;2350,85;8,09
376110;Danáarinos êtnicos;38;1355,00;1555,59;1445,50;2350,85;8,09
376110;Danáarinos Populares;38;1355,00;1555,59;1445,50;2350,85;8,09
412105;Datilografo;43;2171,00;1513,81;1306,00;2287,71;6,99
351815;Datiloscopista;42;998,00;4688,00;4435,00;7084,65;22,54
212305;Dba;41;7000,00;6171,87;5800,00;9327,12;29,78
764115;Debruador de Caláados;44;998,00;1236,43;1200,00;1868,53;5,62
622020;Debulhador - na Cultura;44;998,00;1232,30;1147,00;1862,28;5,61
752405;Decalcador em CerÉmica;44;1348,00;1413,98;1335,00;2136,85;6,46
723205;Decapador;44;1556,00;1602,31;1500,00;2421,45;7,31
765010;Decatizador;44;1160,00;2189,50;1249,00;3308,84;9,95
262505;Declamador;37;998,00;10229,42;6240,00;15459,00;55,36
752405;Decorador Ceramista;44;1348,00;1413,98;1335,00;2136,85;6,46
375120;Decorador Com Bal‰es;43;1500,00;1468,42;1300,00;2219,13;6,77
375120;Decorador de Arte Com Bal‰es;43;1500,00;1468,42;1300,00;2219,13;6,77
375120;Decorador de Arte Floral;43;1500,00;1468,42;1300,00;2219,13;6,77
752405;Decorador de CerÉmica;44;1348,00;1413,98;1335,00;2136,85;6,46
768125;Decorador de ChapÇus de Palha;44;998,00;1008,18;998,00;1523,59;4,58
375120;Decorador de Eventos;43;1500,00;1468,42;1300,00;2219,13;6,77
375120;Decorador de Festas;43;1500,00;1468,42;1300,00;2219,13;6,77
375120;Decorador de Festas Infantis;43;1500,00;1468,42;1300,00;2219,13;6,77
262905;Decorador de Interiores;43;1500,00;2427,91;1872,00;3669,13;11,30
262905;Decorador de Interiores de N°vel Superior;43;1500,00;2412,07;1832,00;3645,19;11,20
375120;Decorador de Lycra Tensionada;43;1500,00;1468,42;1300,00;2219,13;6,77
752410;Decorador de Vidro;44;1298,00;1488,70;1298,00;2249,77;6,82
752410;Decorador de Vidro a Decalque;44;1298,00;1488,70;1298,00;2249,77;6,82
752415;Decorador de Vidro ∑ Pincel;44;1019,00;1014,25;1019,00;1532,77;4,61
752410;Decorador de Vidro a Pistola;44;1298,00;1488,70;1298,00;2249,77;6,82
519910;Dedetizador;44;1415,00;1380,66;1320,00;2086,50;6,31
242405;Defensor Publico;43;3500,00;4291,70;3500,00;6485,74;19,90
242405;Defensor P£blico Estadual;43;3500,00;4291,70;3500,00;6485,74;19,90
242405;Defensor P£blico Federal;43;3500,00;4291,70;3500,00;6485,74;19,90
848105;Defumador de Carnes e Pescados;44;1054,00;1287,86;1285,00;1946,26;5,89
632205;Defumador de L†tex;44;998,00;1143,41;1094,00;1727,96;5,21
848105;Defumador de Pescados;44;1054,00;1287,86;1285,00;1946,26;5,89
848505;Degolador em Matadouro;44;1256,00;1314,41;1256,00;1986,37;6,00
848420;Degustador de Bebidas;42;1200,00;1374,76;1200,00;2077,57;6,48
848405;Degustador de CafÇ;42;1200,00;1657,90;1200,00;2505,47;7,94
848410;Degustador de Ch†;42;1350,00;1270,03;1342,00;1919,30;6,03
848415;Degustador de Derivados de Cacau;44;1251,00;1168,91;1148,00;1766,49;5,33
513410;Degustador de Vinho;43;998,00;1435,36;1250,50;2169,16;6,61
848420;Degustador de Vinhos ou Licores;42;1200,00;1374,76;1200,00;2077,57;6,48
242305;Delegado de Policia;40;998,00;7000,00;7000,00;10578,61;35,00
242305;Delegado Distrital de Pol°cia;40;998,00;7000,00;7000,00;10578,61;35,00
242305;Delegado Regional de Pol°cia;40;998,00;7000,00;7000,00;10578,61;35,00
211210;Dem¢grafo;43;2800,00;5863,90;5375,00;8861,70;27,50
717005;Demolidor de Casas;44;1481,00;1377,79;1362,00;2082,15;6,28
717005;Demolidor de Edificaá‰es;44;1481,00;1377,79;1362,00;2082,15;6,28
717005;Demolidor de PrÇdios;44;1481,00;1377,79;1362,00;2082,15;6,28
521120;Demonstrador de Mercadorias;43;1200,00;1359,59;1265,00;2054,65;6,31
223208;Dentista;32;7808,00;4914,86;4337,00;7427,49;30,95
223284;Dentista da Dor;42;998,00;2526,50;2526,50;3818,12;12,03
223240;Dentista de Aparelho;30;3580,00;3393,54;3205,00;5128,41;22,30
223236;Dentista de Crianáa;26;5700,00;4207,88;4064,00;6359,07;32,68
223288;Dentista de Cuidados Especiais;31;6000,00;3876,06;3170,00;5857,62;25,17
223288;Dentista de Excepcionais;31;6000,00;3876,06;3170,00;5857,62;25,17
223248;Dentista de Gengivas;25;1491,00;5787,93;3721,50;8746,89;46,57
223228;Dentista de Idosos;44;2889,00;2889,00;2889,00;4365,94;13,13
223288;Dentista de Pacientes Com Necessidades Especiais;31;6000,00;3876,06;3170,00;5857,62;25,17
223288;Dentista de Pacientes Especiais;31;6000,00;3876,06;3170,00;5857,62;25,17
223272;Dentista de Sa£de Coletiva;33;6806,00;3964,70;3465,50;5991,57;23,74
223228;Dentista de Terceira Idade;40;2889,00;4039,20;2889,00;6104,16;20,20
223288;Dentistas de Deficientes;31;6000,00;3876,06;3170,00;5857,62;25,17
223280;Dent°stica Restauradora;33;4527,00;3475,93;3435,00;5252,92;21,00
762205;Depilador de Couros e Peles;44;998,00;1349,93;1284,00;2040,06;6,16
351410;Deposit†rio P£blico;41;998,00;2080,57;1690,50;3144,22;10,08
263105;DerÇ;38;998,00;3033,58;1900,00;4584,43;15,91
225135;Dermatologista;17;6095,00;5190,71;4467,50;7844,36;61,83
632120;Derrubador - na Extraá∆o de Madeira;44;998,00;1322,93;1250,00;1999,25;6,02
632120;Derrubador de µrvores;44;998,00;1322,93;1250,00;1999,25;6,02
828110;Desbarbeador de Tijolos;44;998,00;1219,26;1137,00;1842,58;5,57
762110;Descarnador de Couros e Peles;44;1160,00;1427,18;1390,00;2156,80;6,50
762110;Descarnador de Couros e Peles ∑ Maquina;44;1160,00;1427,18;1390,00;2156,80;6,50
848525;Descarnador em Matadouro;44;998,00;1385,10;1326,00;2093,20;6,31
632125;Descascador de µrvores;44;998,00;1127,40;1075,00;1703,76;5,13
519910;Descupinizador;44;1415,00;1380,66;1320,00;2086,50;6,31
773105;Desdobrador de Madeira;44;998,00;1453,53;1328,00;2196,62;6,62
828110;Desempenador em Olaria;44;998,00;1219,26;1137,00;1842,58;5,57
722325;Desenformador - na Fundiá∆o;44;1300,00;1570,25;1462,00;2373,01;7,16
828110;Desenfornador de Tijolo e Telha;44;998,00;1219,26;1137,00;1842,58;5,57
318505;Desenhista Calculista;43;2000,00;2546,67;2000,00;3848,61;11,91
318510;Desenhista Calculista na Construá∆o Civil;43;2000,00;2586,26;2055,50;3908,44;11,96
318010;Desenhista Copista;44;1500,00;2036,19;1800,00;3077,16;9,36
318105;Desenhista Copista (arquitetura);43;2000,00;2095,37;1900,00;3166,59;9,78
318010;Desenhista Copista (cad.);44;1500,00;2036,19;1800,00;3077,16;9,36
318105;Desenhista de Arquitetura;43;2000,00;2095,37;1900,00;3166,59;9,78
318205;Desenhista de Carrocerias;43;998,00;2725,63;2300,00;4119,06;12,58
318110;Desenhista de Cartografia;43;1428,00;2178,99;1751,00;3292,96;10,17
318410;Desenhista de Desenho Animado;43;1600,00;2871,38;1800,00;4339,32;13,39
262410;Desenhista de Editorial;43;1500,00;2621,09;2000,00;3961,07;12,28
318430;Desenhista de Embalagens;43;1500,00;2352,04;1686,00;3554,48;10,88
318115;Desenhista de Estrutura Met†lica (construá∆o Civil);43;998,00;2216,18;1936,00;3349,16;10,20
